ExComp,ExAddress,ExCountry,ExComm,ExHSCode,ExDept,ExFName,ExLName,ExJobTitle,ExEmail,ExPhone,ExMobile,ExWA,ExLinkedIn,ExURL
leadsky international,flat 1 3/f block a hi-tech indu 5-21 pak tin par street tsuen wan / China,China,Food preparations nes,210690,,,,,,,,,,
anbo home goods shenzhen,lot g no 3 qi yi road shenzhen g shenzhen 44 518000 china / China,China,Food preparations nes,210690,,,,,,,,,,
win top industrial development limite,room 105 block 8 center garden ce nter south huicheng xinhui distri ct jiangmen cn 529100 / China,China,"Coffee Byproducts: Husks, Skins & Coffee-Based Substitutes | Food preparations nes",210690 | 90190,,,,,,,,,,
chinaherb pharmacognosy technology,no 32 zhujiang road etdz yantai 264000 shandong yantai shandong china / China,China,Food preparations nes,210690,,,,,,,,,,
king cheong hong international tradee,rm 101-201 building 2 ea st area of ziyin village hengshan road shantou guangdong china / China,China,Food preparations nes,210690,,,,,,,,,,
shandong jiayuan import export ltd,11th floor no 2 building shenghe mansion 58 shandongtou road qingdao china / China,China,Food preparations nes,210690,,,,,,,,,,
qingdao hongshen wooden,c/o delta enterprise corp dongxiaotun village madian town jiaozhou city qingdao china 26630 / China,China,Food preparations nes,210690,,,,,,,,,,
guangzhou kalamm rubber products,no 2 zhennan rd guantang nancun panyu guangzhou china / China,China,Food preparations nes,210690,,,,,,,,,,
yanshan hongda trade,106 chilli town jiayi yanshan county wenshan prefecture yn china / China,China,Food preparations nes,210690,,,,,,,,,,
zhuhai po men food,no 240 qiaohu road north jing an town east doumen zhuhai city china / China,China,Food preparations nes,210690,,,,,,,,,,
changzhou honland furniture,henglin town jiangsu province / China,China,Food preparations nes | Unsweetened Cream Powder (<1.5% Fat),210690 | 40221,,,,,,,,,,
tianjin tianshi biological development,tianjin 301700 16 xinyuan road wuqing development area china / China,China,Food preparations nes,210690,,,,,,,,,,
hongtai footwear trade,a31 tongde south tongkang road tongdewei baiyun district guangzhou city china / China,China,Food preparations nes,210690,,,,,,,,,,
perfetti van melle confectionery (china),minhang 11111 318 lu chun road shanghai / China,China,"Food preparations nes | Sugar Confectionery (No Cocoa, Excl. Chewing Gum)",170490 | 210690,,,,,,,,,,
anhui ebuy international,5no block xinglu science and technology industrial zone china / China,China,Food preparations nes,210690,,,,,,,,,,
anhui ebuy internationa ltd5 block xinglu science and technology china,/ China,China,Food preparations nes,210690,,,,,,,,,,
suzhou jiahe foods industry,jiangsu province 111111 wufang road wujiang district songling town friendship industrial park / China,China,Food preparations nes,210690,,,,,,,,,,
heze bigtree biology engineering science and techn,heze east hedong road high-tech industrial development shandong / China,China,"Food preparations nes | Sugar nes, invert sugar, caramel and artificial honey",170290 | 210690,,,,,,,,,,
m s consumer products,12 floor 14 lingde int building ronggui shunde foshan china / China,China,"Food preparations nes | Olive oil, fractions, blends, not chemically modified",151000 | 210690,,,,,,,,,,
royalway household,no 118 xiangcheng road changle village gaoqiao town yinzhou area ningbo china / China,China,Food preparations nes,210690,,,,,,,,,,
huizhou yalite lighting factory,tongqiao industrial estate tongqiaotown huizhou city china / China,China,Food preparations nes,210690,,,,,,,,,,
danaher auto spare parts,block b no 18 xianlin avenue qixia district nanjing p r china / China,China,Food preparations nes,210690,,,,,,,,,,
haiyang city enfee packing,south tongbai road bicheng industrial zone haiyang city shandong prov ince p r china / China,China,Food preparations nes,210690,,,,,,,,,,
zhangjiagang shuguang biochemical factory,jinfeng town zhangjiagang city jiangsu province china / China,China,Food preparations nes | Urd/Mung/Black or Green Gram Beans Dried and Shelled,210690 | 71331,,,,,,,,,,
ningbo jin mao import export,no 173 zhongshan west road / China,China,"Food preparations nes | Green Tea (Unfermented, >3kg packages)",210690 | 90220,,,,,,,,,,
shaoneng group,guangdong lvzhou pap yingbaoqian quan an town nanxiong shaoguan gd 512000 china / China,China,Food preparations nes,210690,,,,,,,,,,
ningbo changle seal hoop,no 9 jinxiao road ningbo zhejiang china / China,China,Food preparations nes,210690,,,,,,,,,,
kinetek desheng shunde foshan motor,82 jizhou shiliang road lunjiao shunde district foshan city guangdong china 528308 / China,China,Food preparations nes,210690,,,,,,,,,,
wenzhou qianqi shoes,no 26 fengjiang road eco tech devningbo 33 315000 china / China,China,Food preparations nes,210690,,,,,,,,,,
vivid empire,rm 9-10 8/f siu wai ind centre 29-33 wing hong st cheung sha wan kowloon hk / China,China,Food preparations nes,210690,,,,,,,,,,
zhejiang zec trade industrial,zec development bldg 258 baishi road hangzhou china / China,China,Food preparations nes | Glucose including syrup of 20%-50% dry weight fructos,170240 | 210690,,,,,,,,,,
huizhou boluo juhong industrial and t,longxi town small pengang village boluo county huizhou city guangdong province 516121 huizhou cn / China,China,"Food preparations nes | Olive oil, fractions, blends, not chemically modified",151000 | 210690,,,,,,,,,,
imperial entertainment international,damco shenzhen o/b imperial entertainment int l ltd 19/f 8 observatory road tsim sha tsui kowloon / China,China,Food preparations nes,210690,,,,,,,,,,
dongguan city dalang huaxi furnitur,81 hongli west shuiping industrialdalang town dongguan city guangdongtel 86-769-83126276 / China,China,Food preparations nes,210690,,,,,,,,,,
zhejiang qingda rubber,limi no 288 huacheng east road chengxi nyongkang zj 321300 china / China,China,Food preparations nes,210690,,,,,,,,,,
ningbo kanghao home textile products,binhai rd2 hangzhou bay new districts cixi economic development zone zhejiang p r china / China,China,Food preparations nes,210690,,,,,,,,,,
jiangsu cereals oils foodstuffs i/e group,corp 528 s taiping road nanjing china / China,China,Food preparations nes | Prepared Olives (Excludes Frozen/Vinegar),200570 | 210690,,,,,,,,,,
fujian rongjiang import export,28th floor fortune building office fuzhou fj 350000 china / China,China,"Food preparations nes | Malt, not roasted",110710 | 210690,,,,,,,,,,
yantai new era health industry,huaihe road yantai eco tech development zone yantai cn / China,China,Food preparations nes,210690,,,,,,,,,,
chuo kagaku,qinghu industrial park qishi dongguan duangdong prov china / China,China,"Food preparations nes | Olive oil, fractions, blends, not chemically modified",151000 | 210690,,,,,,,,,,
azuma foods suzhou,no 195 putuoshan road snd jiangsu china 215163 / China,China,Agar-agar | Food preparations nes,130231 | 210690,,,,,,,,,,
zhejiang acme pipefitting,no209 east xindu avenue jinchuan chquzhou 33 324400 china / China,China,Food preparations nes,210690,,,,,,,,,,
union ocean investment,no 67-1 jinshang rd suzhou industrial park jiangsu 215125 china / China,China,Food preparations nes,210690,,,,,,,,,,
xuan lifestyle,13-2 kajang prima selangor darul ehsan alaysia china 43000 / China,China,Food preparations nes,210690,,,,,,,,,,
ningbo haibo precision manufacturin,no 26 donghuan road export process ing zone ningbo china / China,China,Food preparations nes,210690,,,,,,,,,,
lianjiang hongyi aquatic products c,yingzi town lianjiang zhanjiang gd 524000 china / China,China,Food preparations nes,210690,,,,,,,,,,
baoding way chein food industrial,5th floor no 178 tian e zhong road baoding city hebei prov china / China,China,Food preparations nes,210690,,,,,,,,,,
zhangzhou minsheng import export,room 803 bldg 1 xianggelila palace nanchang road xiangcheng district / China,China,Food preparations nes,210690,,,,,,,,,,
ubi logistics china,as agents for orange box lines for asian tigers k c dat china ltd addr a302-304 no 1518 min sheng road shanghai / China,China,Food preparations nes,210690,,,,,,,,,,
yiwu mengte commodities,chian industrial district yiwu zhejiang / China,China,Food preparations nes,210690,,,,,,,,,,
ningbo zhi machine technology c,building 1no 612 fu chunjiang road beilun district ningbo zhejiang province prc / China,China,Food preparations nes,210690,,,,,,,,,,
dumar jiangsu e tech,no 188 jushu road jurong js 212400 china / China,China,Food preparations nes,210690,,,,,,,,,,
ningbo yinzhou homsky household,tu qiao industrial zone xiaying yinzhou district ningbo china / China,China,Food preparations nes,210690,,,,,,,,,,
greenart beijing new decoration material,beixiaoying village beixiaoying town shunyi district beijng china / China,China,Food preparations nes,210690,,,,,,,,,,
qingdao hilda-jingyi trading,no 51 taiping road / China,China,Food preparations nes,210690,,,,,,,,,,
winnington metal plastic mfg,room 502 kowloon plaza 485 castle peak road cheung shw wan kowloon / China,China,Food preparations nes,210690,,,,,,,,,,
qingdao jiali automobile brake,jihongtan street chengyang districtqingdao p r china / China,China,Food preparations nes,210690,,,,,,,,,,
qingdao sinoy enterprise,9 zhangzhou 2nd road qingdao 266000 cn / China,China,Food preparations nes | Glucose including syrup of 20%-50% dry weight fructos,170240 | 210690,,,,,,,,,,
loyal brilliant,no 18 kenhui 9th road xiaoshan econhangzhou 33 311201 china / China,China,Food preparations nes,210690,,,,,,,,,,
favor trade,7f no 77 sec 4 nanjing e rd taipei tw / China,China,"Food preparations nes | Infant foods of cereals, flour, starch or milk, retai",190110 | 210690,,,,,,,,,,
ningbo dongji electronic technology,no 2 weiyi rd fanshi town cixi ningbo china / China,China,"Food preparations nes | Sugar Confectionery (No Cocoa, Excl. Chewing Gum)",170490 | 210690,,,,,,,,,,
mlm china,1703 manley commercial building 367-375 queens road central hongkong / China,China,Food preparations nes,210690,,,,,,,,,,
ubi logistics agents,for orange box lines for asian tigers k c dat china ltd 19 shunchi road beijing airport logistics zone x / China,China,Food preparations nes,210690,,,,,,,,,,
jiangsu shihua electric appliance g,70 wan an west road shangfang town zhonghua men wai nanjing js china / China,China,Food preparations nes,210690,,,,,,,,,,
ningbo zhenhai bolang metal product guisi industrial zone luotuo,streetningbo china ningbo cn / China,China,Food preparations nes,210690,,,,,,,,,,
zhanjiang evergreen aquatic product and technology,ruiyun bd n mazhang zhanjiang guangdong china / China,China,Food preparations nes,210690,,,,,,,,,,
lianyungang hongrunfa food,no 86 new city avenue development zone lianyungang jiangsu china / China,China,Food preparations nes | Pasta except uncooked or stuffed,190230 | 210690,,,,,,,,,,
lian yungang tianle food,no 18 qianjin road chaoyang town lian yungang city jiangsu province china / China,China,"Food preparations nes | Single Citrus Juice (excl. Orange/Grapefruit, Brix >20, Unfermented, No Spirit, Sweetened/Unsweetened)",200939 | 210690,,,,,,,,,,
china mark foods trading,/ China,China,"Dried Miscellaneous Vegetables | Food preparations nes | Nuts, Seeds & Mixes, prepared or preserved",200819 | 210690 | 71290,,,,,,,,,,
zhejiang luogelang clothing,no 5 3 rd street wuhua road heyetang chouzhou jiedao yiwu zhejiang china / China,China,Food preparations nes,210690,,,,,,,,,,
suzhou sunsnow new energy technolog,no 69 jinxiu road zhitang town changshu 32 215531 china / China,China,Food preparations nes,210690,,,,,,,,,,
qingdao doublestar overseas trade,no 1 yueliang wan road huang dao district qingdao china qingdao / China,China,Food preparations nes,210690,,,,,,,,,,
dalian guofu aquatic products and f,no 25 huanghe road landian town zhuanghe county ln china / China,China,Food preparations nes,210690,,,,,,,,,,
zhuhai free cloud arts,no 2980 zhufeng road south doumen district zhuhai guangdong china / China,China,"Food preparations nes | Mammals: live, whales, dolphins and porpoises (mammals of the order Cetacea): manatees and dugongs (mammals of the order Sirenia): seals, sea lions and walruses (mammals of the suborder Pinnipedia)",10612 | 210690,,,,,,,,,,
yunke international group,limited dongjing village xinhua town huad u distc guangzhou china / China,China,Food preparations nes,210690,,,,,,,,,,
hangzhou yunong import export,shimeng gaohong linan zhejiang china zhejiang cn / China,China,"Food preparations nes | Orange juice, not fermented, spirited, or frozen",200919 | 210690,,,,,,,,,,
fujian tongfa foods group,20th floor no 166 east tapu road siming district xiamen city china / China,China,"Food preparations nes | Orange juice, not fermented, spirited, or frozen",200919 | 210690,,,,,,,,,,
taizhou huangyan qingri wiring fact shiyuan,road south city huangyan taizhou zhejiang china / China,China,Food preparations nes,210690,,,,,,,,,,
pgi far east precision products,no 228baian rd jiading district 14 china shanghai cn / China,China,Food preparations nes | Glucose including syrup of 20%-50% dry weight fructos,170240 | 210690,,,,,,,,,,
jiangsu soho honry import export,7f textile mansion 482 zhongshan dong road nanjing china / China,China,Food preparations nes,210690,,,,,,,,,,
shanghai misawa medical industrial,789 hong zhong rd 021 64017751x8015 f 02164014447 shanghai cn / China,China,Food preparations nes,210690,,,,,,,,,,
foshan city nanhai jinsha jinlian foshan city nanhai jinsha jinlian weiye hardware electrical factory,south side donghe market donglian jinsha danzao town nanhai china / China,China,Food preparations nes,210690,,,,,,,,,,
zhengzhou reallyimport exportco,room 1318 13/f juhe builing east of yanfeng road / China,China,Food preparations nes,210690,,,,,,,,,,
qingdao textiles group,trading comp 3 guantao road qingdao sd china / China,China,Food preparations nes,210690,,,,,,,,,,
hongzhanda shoes,no 18 mingyue road jilong town huidong country huizhou city guangdong province / China,China,Food preparations nes,210690,,,,,,,,,,
shunfa shoes 3rd,floor no 3 road 4 qingfeng qingfeng industrial zone jixi xiaolan town zhongshan city / China,China,Food preparations nes,210690,,,,,,,,,,
lbxx (xiamen) trading,room 1502 169 tapu east road siming / China,China,Food preparations nes,210690,,,,,,,,,,
east asia artificial flowers fty,21-23 lam tin st 1st fl kwai chung new territories / China,China,Food preparations nes,210690,,,,,,,,,,
dongshan xinhefa food,trade and industrial zone tongling town dongshan county fujian china / China,China,Food preparations nes,210690,,,,,,,,,,
